raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
Sa fais 5ans que je l'utile je ne l'ai pas eu de problème en particulier merci au développeur,lang_fr Sa fais 5ans que je l'utile je ne l'ai pas eu de problème en particulier merci au développeur,lang_fr sa fais 5ans que je l'utile je ne l'ai pas eu de problème en particulier merci au développeur,Sa fais 5ans que je l'utile je ne l'ai pas eu de problème en particulier merci au développeur,neutral,1,FR,French,WhatsApp,2023-09-18 12:15:47
Djoulde,lang_fr Djoulde,lang_fr djoulde,Djoulde,positive,2,FR,French,WhatsApp,2023-09-18 12:15:38
BdibkutGgy,lang_fr BdibkutGgy,lang_fr bdibkutggy,BdibkutGgy,positive,2,FR,French,WhatsApp,2023-09-18 12:09:45
L'application est parfait,lang_fr L'application est parfait,lang_fr l'application est parfait,L'application est parfait,positive,2,FR,French,WhatsApp,2023-09-18 12:08:50
Intéressant,lang_fr Intéressant,lang_fr intéressant,Intéressant,positive,2,FR,French,WhatsApp,2023-09-18 12:05:48
Super,lang_fr Super,lang_fr super,Super,positive,2,FR,French,WhatsApp,2023-09-18 11:51:42
Mon nom Batchio mais pascual ne plus parti de mon nom veuillez prendre en compte merci,lang_fr Mon nom Batchio mais pascual ne plus parti de mon nom veuillez prendre en compte merci,lang_fr mon nom batchio mais pascual ne plus parti de mon nom veuillez prendre en compte merci,Mon nom Batchio mais pascual ne plus parti de mon nom veuillez prendre en compte merci,positive,2,FR,French,WhatsApp,2023-09-18 11:51:33
Bonne application,lang_fr Bonne application,lang_fr bonne application,Bonne application,positive,2,FR,French,WhatsApp,2023-09-18 11:47:26
Zzzzzzszzzzzz de,lang_fr Zzzzzzszzzzzz de,lang_fr zzzzzzszzzzzz de,Zzzzzzszzzzzz de,positive,2,FR,French,WhatsApp,2023-09-18 11:31:57
Genial,lang_fr Genial,lang_fr genial,Genial,neutral,1,FR,French,WhatsApp,2023-09-18 11:31:23
Slm,lang_fr Slm,lang_fr slm,Slm,positive,2,FR,French,WhatsApp,2023-09-18 11:28:06
Génial,lang_fr Génial,lang_fr génial,Génial,positive,2,FR,French,WhatsApp,2023-09-18 11:16:07
My,lang_fr My,lang_fr my,My,positive,2,FR,French,WhatsApp,2023-09-18 11:11:43
"C'est depuis le matin que mon WhatsApp ne fonctionne pas, veuillez réparé ça svp!","lang_fr C'est depuis le matin que mon WhatsApp ne fonctionne pas, veuillez réparé ça svp!","lang_fr c'est depuis le matin que mon whatsapp ne fonctionne pas, veuillez réparé ça svp!","C'est depuis le matin que mon WhatsApp ne fonctionne pas, veuillez réparé ça svp!",negative,0,FR,French,WhatsApp,2023-09-18 11:11:17
"On va où? C'est pas Facebook! Pourquoi trouver des chaînes dans le Statut? Si on prend cette appli c'est pour la messagerie instantané! Les chaînes ça pollu WhatsApp et c'est inutile! Ça devient n'importe quoi, ça sent la migration vers une autre application de messagerie du genre Signal.","lang_fr On va où? C'est pas Facebook! Pourquoi trouver des chaînes dans le Statut? Si on prend cette appli c'est pour la messagerie instantané! Les chaînes ça pollu WhatsApp et c'est inutile! Ça devient n'importe quoi, ça sent la migration vers une autre application de messagerie du genre Signal.","lang_fr on va où? c'est pas facebook! pourquoi trouver des chaînes dans le statut? si on prend cette appli c'est pour la messagerie instantané! les chaînes ça pollu whatsapp et c'est inutile! ça devient n'importe quoi, ça sent la migration vers une autre application de messagerie du genre signal.","On va où? C'est pas Facebook! Pourquoi trouver des chaînes dans le Statut? Si on prend cette appli c'est pour la messagerie instantané! Les chaînes ça pollu WhatsApp et c'est inutile! Ça devient n'importe quoi, ça sent la migration vers une autre application de messagerie du genre Signal.",negative,0,FR,French,WhatsApp,2023-09-18 11:09:22
Pourquoi wwhatsApp coupe de temps en temps je voudrais que ca cesse,lang_fr Pourquoi wwhatsApp coupe de temps en temps je voudrais que ca cesse,lang_fr pourquoi wwhatsapp coupe de temps en temps je voudrais que ca cesse,Pourquoi wwhatsApp coupe de temps en temps je voudrais que ca cesse,positive,2,FR,French,WhatsApp,2023-09-18 11:08:54
"Qui a pensé que l'onglet ""chaîne"" serait une bonne idée, ça prend bien trop de place et on ne peut pas le cacher, jusqu'à la dernière maj c'était du tout bon et là...","lang_fr Qui a pensé que l'onglet ""chaîne"" serait une bonne idée, ça prend bien trop de place et on ne peut pas le cacher, jusqu'à la dernière maj c'était du tout bon et là...","lang_fr qui a pensé que l'onglet ""chaîne"" serait une bonne idée, ça prend bien trop de place et on ne peut pas le cacher, jusqu'à la dernière maj c'était du tout bon et là...","Qui a pensé que l'onglet ""chaîne"" serait une bonne idée, ça prend bien trop de place et on ne peut pas le cacher, jusqu'à la dernière maj c'était du tout bon et là...",negative,0,FR,French,WhatsApp,2023-09-18 11:05:30
Une application robuste pratique et surtout conviviale. Je valide à 100/100,lang_fr Une application robuste pratique et surtout conviviale. Je valide à 100/100,lang_fr une application robuste pratique et surtout conviviale. je valide à 100/100,Une application robuste pratique et surtout conviviale. Je valide à 100/100,positive,2,FR,French,WhatsApp,2023-09-18 11:02:53
Mon francais n est pas bien je prefer l italien ou l englais merci,lang_fr Mon francais n est pas bien je prefer l italien ou l englais merci,lang_fr mon francais n est pas bien je prefer l italien ou l englais merci,Mon francais n est pas bien je prefer l italien ou l englais merci,positive,2,FR,French,WhatsApp,2023-09-18 10:59:17
Je tiens à faire de liens amicaux avec toi car je le veux ainsi je suis enseigna nt en RD Congo kinshasa,lang_fr Je tiens à faire de liens amicaux avec toi car je le veux ainsi je suis enseigna nt en RD Congo kinshasa,lang_fr je tiens à faire de liens amicaux avec toi car je le veux ainsi je suis enseigna nt en rd congo kinshasa,Je tiens à faire de liens amicaux avec toi car je le veux ainsi je suis enseigna nt en RD Congo kinshasa,positive,2,FR,French,WhatsApp,2023-09-18 10:58:13
wiwi,lang_fr wiwi,lang_fr wiwi,wiwi,neutral,1,FR,French,WhatsApp,2023-09-18 10:57:43
C top 👍 j'adore 👍,lang_fr C top 👍 j'adore 👍,lang_fr c top 👍 j'adore 👍,C top 👍 j'adore 👍,positive,2,FR,French,WhatsApp,2023-09-18 10:56:48
Très bonne application,lang_fr Très bonne application,lang_fr très bonne application,Très bonne application,positive,2,FR,French,WhatsApp,2023-09-18 10:52:31
Très bonne application Manipulable 🤌👍,lang_fr Très bonne application Manipulable 🤌👍,lang_fr très bonne application manipulable 🤌👍,Très bonne application Manipulable 🤌👍,positive,2,FR,French,WhatsApp,2023-09-18 10:51:35
Bien réussi,lang_fr Bien réussi,lang_fr bien réussi,Bien réussi,positive,2,FR,French,WhatsApp,2023-09-18 10:50:28
Bonne,lang_fr Bonne,lang_fr bonne,Bonne,positive,2,FR,French,WhatsApp,2023-09-18 10:44:50
"Pourquoi ces ""actus"" et à quoi cela sert il...??? Complètement inutile à mon avis...","lang_fr Pourquoi ces ""actus"" et à quoi cela sert il...??? Complètement inutile à mon avis...","lang_fr pourquoi ces ""actus"" et à quoi cela sert il...??? complètement inutile à mon avis...","Pourquoi ces ""actus"" et à quoi cela sert il...??? Complètement inutile à mon avis...",negative,0,FR,French,WhatsApp,2023-09-18 10:42:45
..wxxxxfmøgå,lang_fr ..wxxxxfmøgå,lang_fr ..wxxxxfmøgå,..wxxxxfmøgå,positive,2,FR,French,WhatsApp,2023-09-18 10:39:35
Statut,lang_fr Statut,lang_fr statut,Statut,positive,2,FR,French,WhatsApp,2023-09-18 10:33:37
Je n'arrive plus à voir les statuts d puis que j'ai fait la mise à jour.,lang_fr Je n'arrive plus à voir les statuts d puis que j'ai fait la mise à jour.,lang_fr je n'arrive plus à voir les statuts d puis que j'ai fait la mise à jour.,Je n'arrive plus à voir les statuts d puis que j'ai fait la mise à jour.,neutral,1,FR,French,WhatsApp,2023-09-18 10:32:54
KONANYON,lang_fr KONANYON,lang_fr konanyon,KONANYON,neutral,1,FR,French,WhatsApp,2023-09-18 10:32:09
J'aime bien l'application c'est simple à utiliser,lang_fr J'aime bien l'application c'est simple à utiliser,lang_fr j'aime bien l'application c'est simple à utiliser,J'aime bien l'application c'est simple à utiliser,positive,2,FR,French,WhatsApp,2023-09-18 10:27:54
Je veux utiliser le formulaire de contact pour les photos de notre côte,lang_fr Je veux utiliser le formulaire de contact pour les photos de notre côte,lang_fr je veux utiliser le formulaire de contact pour les photos de notre côte,Je veux utiliser le formulaire de contact pour les photos de notre côte,negative,0,FR,French,WhatsApp,2023-09-18 10:27:19
J'ai votre application,lang_fr J'ai votre application,lang_fr j'ai votre application,J'ai votre application,positive,2,FR,French,WhatsApp,2023-09-18 10:25:34
That's good one,lang_fr That's good one,lang_fr that's good one,That's good one,positive,2,FR,French,WhatsApp,2023-09-18 10:24:24
assata Coulibaly,lang_fr assata Coulibaly,lang_fr assata coulibaly,assata Coulibaly,positive,2,FR,French,WhatsApp,2023-09-18 10:23:46
Excellente rien à dire. S'ils peuvent augmenter le nombres de personnes en conférence d'appel. Merci,lang_fr Excellente rien à dire. S'ils peuvent augmenter le nombres de personnes en conférence d'appel. Merci,lang_fr excellente rien à dire. s'ils peuvent augmenter le nombres de personnes en conférence d'appel. merci,Excellente rien à dire. S'ils peuvent augmenter le nombres de personnes en conférence d'appel. Merci,positive,2,FR,French,WhatsApp,2023-09-18 10:19:37
المرجو اضافة عدد معقول للاسماء المختارة favori عوض ثلاثة اشخاص شكرا Épingle juste 3 personnes j'aime pas merci d'améliorer cette option à plus de 10 personnes,lang_fr المرجو اضافة عدد معقول للاسماء المختارة favori عوض ثلاثة اشخاص شكرا Épingle juste 3 personnes j'aime pas merci d'améliorer cette option à plus de 10 personnes,lang_fr المرجو اضافة عدد معقول للاسماء المختارة favori عوض ثلاثة اشخاص شكرا épingle juste 3 personnes j'aime pas merci d'améliorer cette option à plus de 10 personnes,المرجو اضافة عدد معقول للاسماء المختارة favori عوض ثلاثة اشخاص شكرا Épingle juste 3 personnes j'aime pas merci d'améliorer cette option à plus de 10 personnes,neutral,1,FR,French,WhatsApp,2023-09-18 10:18:56
Tout est possible,lang_fr Tout est possible,lang_fr tout est possible,Tout est possible,neutral,1,FR,French,WhatsApp,2023-09-18 10:17:32
"Edit: Da das Wording meiner ursprünglichen Rezension vor den Augen der KI keine Gnade gefunden hat, nochmals: Die Kanäle sind keine Verbesserung, sondern eine signifikante Verschlechterung. Ich will keine Infos über Fußball oder sonst was, ich bin noch imstande, mich eigenständig zu informieren. Wieso kann man sie nicht wenigstens ausblenden? Auch die Handhabung des Status ist deutlich schlechter geworden.","lang_de Edit: Da das Wording meiner ursprünglichen Rezension vor den Augen der KI keine Gnade gefunden hat, nochmals: Die Kanäle sind keine Verbesserung, sondern eine signifikante Verschlechterung. Ich will keine Infos über Fußball oder sonst was, ich bin noch imstande, mich eigenständig zu informieren. Wieso kann man sie nicht wenigstens ausblenden? Auch die Handhabung des Status ist deutlich schlechter geworden.","lang_de edit: da das wording meiner ursprünglichen rezension vor den augen der ki keine gnade gefunden hat, nochmals: die kanäle sind keine verbesserung, sondern eine signifikante verschlechterung. ich will keine infos über fußball oder sonst was, ich bin noch imstande, mich eigenständig zu informieren. wieso kann man sie nicht wenigstens ausblenden? auch die handhabung des status ist deutlich schlechter geworden.","Edit: Da das Wording meiner ursprünglichen Rezension vor den Augen der KI keine Gnade gefunden hat, nochmals: Die Kanäle sind keine Verbesserung, sondern eine signifikante Verschlechterung. Ich will keine Infos über Fußball oder sonst was, ich bin noch imstande, mich eigenständig zu informieren. Wieso kann man sie nicht wenigstens ausblenden? Auch die Handhabung des Status ist deutlich schlechter geworden.",negative,0,DE,German,WhatsApp,2023-09-19 15:01:55
"Jetzt bekommt man auch noch Kanäle aufgedrückt, kann die Vorschläge nicht verbergen, nur noch nervig dieses WhatsApp, also auf zu SIGNAL!!","lang_de Jetzt bekommt man auch noch Kanäle aufgedrückt, kann die Vorschläge nicht verbergen, nur noch nervig dieses WhatsApp, also auf zu SIGNAL!!","lang_de jetzt bekommt man auch noch kanäle aufgedrückt, kann die vorschläge nicht verbergen, nur noch nervig dieses whatsapp, also auf zu signal!!","Jetzt bekommt man auch noch Kanäle aufgedrückt, kann die Vorschläge nicht verbergen, nur noch nervig dieses WhatsApp, also auf zu SIGNAL!!",negative,0,DE,German,WhatsApp,2023-09-19 15:00:53
"Seit dem letzten Update stört es einfach nur, wenn man sich einen Status anschaut. Was bitteschön soll ich mit diesen Kanälen? Wenn dann macht eine Einstellungen, das man diesen ""Vorschläge"" ausblenden kann. WhatsApp wird echt immer ""unschöner""","lang_de Seit dem letzten Update stört es einfach nur, wenn man sich einen Status anschaut. Was bitteschön soll ich mit diesen Kanälen? Wenn dann macht eine Einstellungen, das man diesen ""Vorschläge"" ausblenden kann. WhatsApp wird echt immer ""unschöner""","lang_de seit dem letzten update stört es einfach nur, wenn man sich einen status anschaut. was bitteschön soll ich mit diesen kanälen? wenn dann macht eine einstellungen, das man diesen ""vorschläge"" ausblenden kann. whatsapp wird echt immer ""unschöner""","Seit dem letzten Update stört es einfach nur, wenn man sich einen Status anschaut. Was bitteschön soll ich mit diesen Kanälen? Wenn dann macht eine Einstellungen, das man diesen ""Vorschläge"" ausblenden kann. WhatsApp wird echt immer ""unschöner""",negative,0,DE,German,WhatsApp,2023-09-19 14:42:05
"Wer wollte oder braucht diese Kanäle? Ich will die nicht, wo kann ich die abschalten?","lang_de Wer wollte oder braucht diese Kanäle? Ich will die nicht, wo kann ich die abschalten?","lang_de wer wollte oder braucht diese kanäle? ich will die nicht, wo kann ich die abschalten?","Wer wollte oder braucht diese Kanäle? Ich will die nicht, wo kann ich die abschalten?",negative,0,DE,German,WhatsApp,2023-09-19 14:40:11
"Kanäle von Dortmund🤮, Bayern🤮 und Red Bull🤮🤮 vorzuschlagen ohne die Möglichkeit zu geben die zu blockieren oder zu entfernen ist einfach nur schrecklich.","lang_de Kanäle von Dortmund🤮, Bayern🤮 und Red Bull🤮🤮 vorzuschlagen ohne die Möglichkeit zu geben die zu blockieren oder zu entfernen ist einfach nur schrecklich.","lang_de kanäle von dortmund🤮, bayern🤮 und red bull🤮🤮 vorzuschlagen ohne die möglichkeit zu geben die zu blockieren oder zu entfernen ist einfach nur schrecklich.","Kanäle von Dortmund🤮, Bayern🤮 und Red Bull🤮🤮 vorzuschlagen ohne die Möglichkeit zu geben die zu blockieren oder zu entfernen ist einfach nur schrecklich.",negative,0,DE,German,WhatsApp,2023-09-19 14:36:28
"Könntet ihr diesen Kanäle Schrott bitte wieder entfernen,das ist für mich unsinnig. Es wäre besser ihr würdet die Leute vorher fragen ob man das will also bitte wieder schnell entfernen.","lang_de Könntet ihr diesen Kanäle Schrott bitte wieder entfernen,das ist für mich unsinnig. Es wäre besser ihr würdet die Leute vorher fragen ob man das will also bitte wieder schnell entfernen.","lang_de könntet ihr diesen kanäle schrott bitte wieder entfernen,das ist für mich unsinnig. es wäre besser ihr würdet die leute vorher fragen ob man das will also bitte wieder schnell entfernen.","Könntet ihr diesen Kanäle Schrott bitte wieder entfernen,das ist für mich unsinnig. Es wäre besser ihr würdet die Leute vorher fragen ob man das will also bitte wieder schnell entfernen.",negative,0,DE,German,WhatsApp,2023-09-19 14:15:27
"WhatsApp bekommt nur noch ein Stern von mir, mehr is es nicht mehr SCHADE","lang_de WhatsApp bekommt nur noch ein Stern von mir, mehr is es nicht mehr SCHADE","lang_de whatsapp bekommt nur noch ein stern von mir, mehr is es nicht mehr schade","WhatsApp bekommt nur noch ein Stern von mir, mehr is es nicht mehr SCHADE",negative,0,DE,German,WhatsApp,2023-09-19 14:05:57
Diese Kanäle nerven einfach nur und sind unübersichtlich. Warum fehlt eine Möglichkeit diesen Müll nicht auszublenden? Sehr fragwürdige Methode,lang_de Diese Kanäle nerven einfach nur und sind unübersichtlich. Warum fehlt eine Möglichkeit diesen Müll nicht auszublenden? Sehr fragwürdige Methode,lang_de diese kanäle nerven einfach nur und sind unübersichtlich. warum fehlt eine möglichkeit diesen müll nicht auszublenden? sehr fragwürdige methode,Diese Kanäle nerven einfach nur und sind unübersichtlich. Warum fehlt eine Möglichkeit diesen Müll nicht auszublenden? Sehr fragwürdige Methode,negative,0,DE,German,WhatsApp,2023-09-19 13:55:47
"OK, jetzt reicht es, bevor ich den Messenger jetzt lösche... Nach dem vorletzten Update mit der Änderung der Emoji-Liste ist es schon wieder besch *! sener geworden (z.B. wählt man ein Emoji aus und tippt danach wieder auf das Geschriebene, ist der Curser zum weiterschreiben irgendwo im Text). Jetzt mit den Kanälen, was soll die P* sse? Ich möchte da keine H* re# sö* ne oder kleine N* tte* sehen und auch kein verf # ckten Fußballverein. Also nach 13 Jahren Whatsapp reicht es jetzt.","lang_de OK, jetzt reicht es, bevor ich den Messenger jetzt lösche... Nach dem vorletzten Update mit der Änderung der Emoji-Liste ist es schon wieder besch *! sener geworden (z.B. wählt man ein Emoji aus und tippt danach wieder auf das Geschriebene, ist der Curser zum weiterschreiben irgendwo im Text). Jetzt mit den Kanälen, was soll die P* sse? Ich möchte da keine H* re# sö* ne oder kleine N* tte* sehen und auch kein verf # ckten Fußballverein. Also nach 13 Jahren Whatsapp reicht es jetzt.","lang_de ok, jetzt reicht es, bevor ich den messenger jetzt lösche... nach dem vorletzten update mit der änderung der emoji-liste ist es schon wieder besch *! sener geworden (z.b. wählt man ein emoji aus und tippt danach wieder auf das geschriebene, ist der curser zum weiterschreiben irgendwo im text). jetzt mit den kanälen, was soll die p* sse? ich möchte da keine h* re# sö* ne oder kleine n* tte* sehen und auch kein verf # ckten fußballverein. also nach 13 jahren whatsapp reicht es jetzt.","OK, jetzt reicht es, bevor ich den Messenger jetzt lösche... Nach dem vorletzten Update mit der Änderung der Emoji-Liste ist es schon wieder besch *! sener geworden (z.B. wählt man ein Emoji aus und tippt danach wieder auf das Geschriebene, ist der Curser zum weiterschreiben irgendwo im Text). Jetzt mit den Kanälen, was soll die P* sse? Ich möchte da keine H* re# sö* ne oder kleine N* tte* sehen und auch kein verf # ckten Fußballverein. Also nach 13 Jahren Whatsapp reicht es jetzt.",negative,0,DE,German,WhatsApp,2023-09-19 13:44:15
